drug1,drug2,side effect,prob,pui,ppui,side effect name
73.0,179.0,724.0,0.9972826242446899,0.47125574946403503,0.007357623428106308,Post nasal drip
179.0,73.0,724.0,0.9972826242446899,0.47125574946403503,0.007357623428106308,Post nasal drip
18.0,84.0,599.0,0.997258186340332,0.1405913382768631,-0.00029173013172112405,lymphoma
84.0,18.0,599.0,0.997258186340332,0.1405913382768631,-0.00029173013172112405,lymphoma
215.0,179.0,599.0,0.9972444772720337,0.5052905082702637,-0.000699839205481112,lymphoma
179.0,215.0,599.0,0.9972444772720337,0.5052905082702637,-0.000699839205481112,lymphoma
37.0,192.0,510.0,0.9972409009933472,0.2939075827598572,0.0009578668978065252,hyperalimentation
192.0,37.0,510.0,0.9972409009933472,0.2939075827598572,0.0009578668978065252,hyperalimentation
56.0,38.0,427.0,0.997236967086792,0.5232489109039307,0.999957263469696,contracture
38.0,56.0,427.0,0.997236967086792,0.5232489109039307,0.999957263469696,contracture
84.0,73.0,131.0,0.9972319006919861,0.10312815755605698,0.0017372776055708528,anal fissure
73.0,84.0,131.0,0.9972319006919861,0.10312815755605698,0.0017372776055708528,anal fissure
24.0,37.0,759.0,0.9972152709960938,0.7021622061729431,-0.0003834315575659275,tendon injury
37.0,24.0,759.0,0.9972152709960938,0.7021622061729431,-0.0003834315575659275,tendon injury
88.0,15.0,445.0,0.9972098469734192,0.3670104742050171,0.003247142070904374,monoclonal gammopathy
15.0,88.0,445.0,0.9972098469734192,0.3670104742050171,0.003247142070904374,monoclonal gammopathy
19.0,67.0,759.0,0.9971858859062195,0.7098970413208008,0.00025869690580293536,tendon injury
67.0,19.0,759.0,0.9971858859062195,0.7098970413208008,0.00025869690580293536,tendon injury
94.0,38.0,105.0,0.997184693813324,0.6997803449630737,0.8246667981147766,leucopenia
38.0,94.0,105.0,0.997184693813324,0.6997803449630737,0.8246667981147766,leucopenia
155.0,54.0,407.0,0.9971749782562256,0.27411311864852905,0.008605471812188625,bundle branch block right
54.0,155.0,407.0,0.9971749782562256,0.27411311864852905,0.008605471812188625,bundle branch block right
15.0,22.0,752.0,0.9971703886985779,0.3983491063117981,0.001069293124601245,coronary artery bypass graft
22.0,15.0,752.0,0.9971703886985779,0.3983491063117981,0.001069293124601245,coronary artery bypass graft
37.0,19.0,460.0,0.9971576929092407,0.4764323830604553,0.0004585305287037045,allergic rhinitis
19.0,37.0,460.0,0.9971576929092407,0.4764323830604553,0.0004585305287037045,allergic rhinitis
88.0,15.0,598.0,0.9971554279327393,0.5797486901283264,0.0019314393866807222,excessive sleepiness
15.0,88.0,598.0,0.9971554279327393,0.5797486901283264,0.0019314393866807222,excessive sleepiness
89.0,18.0,815.0,0.9971457123756409,0.13497641682624817,2.34319013543427e-05,empyema
18.0,89.0,815.0,0.9971457123756409,0.13497641682624817,2.34319013543427e-05,empyema
126.0,215.0,229.0,0.9971364736557007,0.35128459334373474,0.0019954959861934185,Breast cyst
215.0,126.0,229.0,0.9971364736557007,0.35128459334373474,0.0019954959861934185,Breast cyst
15.0,22.0,542.0,0.997126042842865,0.3287195563316345,0.00022081416682340205,syncope vasovagal
22.0,15.0,542.0,0.997126042842865,0.3287195563316345,0.00022081416682340205,syncope vasovagal
195.0,88.0,661.0,0.9971045851707458,0.4238554537296295,0.0020243129692971706,Altered Bowel Function
88.0,195.0,661.0,0.9971045851707458,0.4238554537296295,0.0020243129692971706,Altered Bowel Function
15.0,88.0,188.0,0.9971041083335876,0.41870227456092834,0.0034874940756708384,azotaemia
88.0,15.0,188.0,0.9971041083335876,0.41870227456092834,0.0034874940756708384,azotaemia
15.0,88.0,821.0,0.9970851540565491,0.5965911746025085,0.004510676022619009,esophageal cancer
88.0,15.0,821.0,0.9970851540565491,0.5965911746025085,0.004510676022619009,esophageal cancer
31.0,96.0,857.0,0.9970813393592834,0.7140477299690247,-9.618460171623155e-05,Viral Pharyngitis
96.0,31.0,857.0,0.9970813393592834,0.7140477299690247,-9.618460171623155e-05,Viral Pharyngitis
84.0,215.0,580.0,0.997077226638794,0.4114382565021515,-0.0011744254734367132,Cardiac tamponade
215.0,84.0,580.0,0.997077226638794,0.4114382565021515,-0.0011744254734367132,Cardiac tamponade
15.0,88.0,837.0,0.9970760345458984,0.6375206708908081,0.0030949010979384184,dysphemia
88.0,15.0,837.0,0.9970760345458984,0.6375206708908081,0.0030949010979384184,dysphemia
